"Designing a Grand Window Room with Accessories in Blender 3
Grand Designs: Crafting a Luxurious Window Room with Accessories in Blender 3","Mammoth Interactive, John Bura",Grand Designs: Crafting a Luxurious Window Room with Accessories in Blender 3,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Blender jumpstart: Beginners Guide to Profitable 3D Designs
Kickstart Your Blender Journey and Turn Your Designs into Profit - Sell Any 3D Model",Ahmad Raza,Kickstart Your Blender Journey and Turn Your Designs into Profit - Sell Any 3D Model,1 total hour,11 lectures,Beginner,New,,"₦11,900"
"Constructing a Sci-Fi Room for a Futuristic Setting
Architecting Tomorrow: Designing Futuristic Spaces in Blender","Mammoth Interactive, John Bura",Architecting Tomorrow: Designing Futuristic Spaces in Blender,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Designing a Cozy Attic Workspace in 3D Using Blender 3.5
Crafting a Cozy Attic Workspace: A Blender 3.5 Masterclass","Mammoth Interactive, John Bura",Crafting a Cozy Attic Workspace: A Blender 3.5 Masterclass,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Animating Your Imagination: Blender 3D animated Illustration
Learn to create Dynamic 3D Animations from 2D artwork with the power of Blender",Aidan Wilson,Learn to create Dynamic 3D Animations from 2D artwork with the power of Blender,6 total hours,69 lectures,Intermediate,Hot & new,,"₦11,900"
"Modeling a Low Poly Knight in Blender 3.3
Forging Legends: Crafting Low Poly Knights in Blender 3.3","Mammoth Interactive, John Bura",Forging Legends: Crafting Low Poly Knights in Blender 3.3,1 total hour,14 lectures,Beginner,New,,"₦11,900"
"Creating a Low Poly Office Scene in Blender 3.3
Crafting Professional Spaces: Mastering Low Poly Office Scenes in Blender 3.3","Mammoth Interactive, John Bura",Crafting Professional Spaces: Mastering Low Poly Office Scenes in Blender 3.3,2 total hours,24 lectures,Beginner,New,,"₦11,900"
"High-Poly Headphones Creation in Blender 3.3
Mastering High-Polygon Headphone Design in Blender 3.3","Mammoth Interactive, John Bura",Mastering High-Polygon Headphone Design in Blender 3.3,1.5 total hours,9 lectures,Beginner,New,,"₦11,900"
"Advanced 3D Chess Pieces Design in Blender
Mastering 3D Chess Piece Design: Crafting Majestic Monarchs and Valiant Knights in Blender","Mammoth Interactive, John Bura",Mastering 3D Chess Piece Design: Crafting Majestic Monarchs and Valiant Knights in Blender,1.5 total hours,9 lectures,Beginner,New,,"₦11,900"
"Introduction to 3D Modeling for Beginners in Blender 3.3
Embark on Your 3D Modeling Journey: Beginner's Guide to Blender 3.3","Mammoth Interactive, John Bura",Embark on Your 3D Modeling Journey: Beginner's Guide to Blender 3.3,2 total hours,18 lectures,Beginner,New,,"₦11,900"
"Blender Mastery Bundle: Advanced 3D Modeling & Lighting Desi
Crafting Captivating Environments and Characters in Blender 3D","Mammoth Interactive, John Bura",Crafting Captivating Environments and Characters in Blender 3D,1.5 total hours,8 lectures,Beginner,New,,"₦11,900"
"10 Material Node Basic In Blender
Shader Node of Blender",Kornwanast Samachiktummakun,Shader Node of Blender,1.5 total hours,11 lectures,Beginner,New,,"₦11,900"
"Sculpting a Detailed Male Head in Blender 3
Mastering Lifelike Character Sculpting: Sculpting a Detailed Male Head in Blender 3","Mammoth Interactive, John Bura",Mastering Lifelike Character Sculpting: Sculpting a Detailed Male Head in Blender 3,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Applying Materials and Lighting to a Japanese Alley Scene
Illuminating the Alley: Mastering Materials and Lighting in Blender for Japanese Scenes","Mammoth Interactive, John Bura",Illuminating the Alley: Mastering Materials and Lighting in Blender for Japanese Scenes,2 total hours,7 lectures,Beginner,New,,"₦11,900"
"Blender 4 Modeling and Geometry Node Workshop
3D creation of a stylized wizard's tower, complete with a serene pond and an ancient stone bridge.",3D Tudor,"3D creation of a stylized wizard's tower, complete with a serene pond and an ancient stone bridge.",29 total hours,154 lectures,All Levels,Hot & new,,"₦11,900"
"Blender Basics Geometry Node Brick Walls Workshop
Blender Geometry Node Course - Master realistic 3D walls with Blender's powerful Geometry Node capabilities",3D Tudor,Blender Geometry Node Course - Master realistic 3D walls with Blender's powerful Geometry Node capabilities,4.5 total hours,24 lectures,All Levels,Hot & new,,"₦11,900"
"Crafting a Low Poly Japanese Alley Scene in Blender 3.5
Crafting the Charm: Designing a Low Poly Japanese Alley Scene in Blender 3.5","Mammoth Interactive, John Bura",Crafting the Charm: Designing a Low Poly Japanese Alley Scene in Blender 3.5,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Advanced Techniques for Portrait Lighting in Blender
Mastering Portrait Lighting in Blender: Advanced Techniques","Mammoth Interactive, John Bura",Mastering Portrait Lighting in Blender: Advanced Techniques,36 total mins,7 lectures,Beginner,New,,"₦11,900"
"Blender 3D | Masterclass for Beginners Dune Edition Part 1
Cinematography, 3D Modeling, Procedural Texturing, VFX, Sci-Fi, Dune, Realism",Daren Perincic,"Cinematography, 3D Modeling, Procedural Texturing, VFX, Sci-Fi, Dune, Realism",5.5 total hours,26 lectures,Beginner,New,,"₦11,900"
"Basic Introduction to 3D Modeling with Blender 3
Blending Basics: Getting Started with 3D Modeling in Blender 3","Mammoth Interactive, John Bura",Blending Basics: Getting Started with 3D Modeling in Blender 3,1.5 total hours,14 lectures,Beginner,New,,"₦11,900"
"Sculpting Realistic Landscapes in 3D
Mastering the Art of Digital Terrain: Crafting Realistic Landscapes in Blender","Mammoth Interactive, John Bura",Mastering the Art of Digital Terrain: Crafting Realistic Landscapes in Blender,1.5 total hours,10 lectures,Beginner,New,,"₦11,900"
"Constructing a Treehouse with Creative Design
Crafting Elevated Escapes: Designing Your Dream Treehouse in Blender",Mammoth Interactive,Crafting Elevated Escapes: Designing Your Dream Treehouse in Blender,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Constructing a Treehouse with Creative Design
Crafting Elevated Escapes: Designing Your Dream Treehouse in Blender",Mammoth Interactive,Crafting Elevated Escapes: Designing Your Dream Treehouse in Blender,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Master the Blender for Game Art, Film & Design
Master Blender for Game Art, Film &amp; Design: The Complete 3D Artist Course",Sayman Creative Institute,"Master Blender for Game Art, Film & Design: The Complete 3D Artist Course",6.5 total hours,20 lectures,All Levels,New,,"₦11,900"
"Arranging a Living Room with a Work Area in Blender 3.5
Crafting Multifunctional Spaces: Designing a Living Room with Work Area in Blender 3.5","Mammoth Interactive, John Bura",Crafting Multifunctional Spaces: Designing a Living Room with Work Area in Blender 3.5,2 total hours,7 lectures,Beginner,New,,"₦11,900"
"Creating a Television Room in 3D with Blender 3.5
Crafting Entertainment Spaces: Designing a Television Room in 3D with Blender 3.5","Mammoth Interactive, John Bura",Crafting Entertainment Spaces: Designing a Television Room in 3D with Blender 3.5,2 total hours,7 lectures,Beginner,New,,"₦11,900"
"Modeling a Fireplace Room for Day and Night in Blender 3.5
Crafting Cozy Spaces: Designing a Day-to-Night Fireplace Room in Blender 3.5","Mammoth Interactive, John Bura",Crafting Cozy Spaces: Designing a Day-to-Night Fireplace Room in Blender 3.5,2 total hours,7 lectures,Beginner,New,,"₦11,900"
"Master Blender 3D With Top Addons, Unity3D & AI Tools.
Clear Water based Unity addons, Learn How to create Waterfall and Make Awesome Blender Render Output",Meta Studio,"Clear Water based Unity addons, Learn How to create Waterfall and Make Awesome Blender Render Output",6 total hours,40 lectures,All Levels,New,,"₦11,900"
"Building a Detailed Steam Train in High Poly
Crafting Locomotive Marvels: Mastering High-Poly Steam Train Modeling in Blender 3D","Mammoth Interactive, John Bura",Crafting Locomotive Marvels: Mastering High-Poly Steam Train Modeling in Blender 3D,1.5 total hours,16 lectures,Beginner,New,,"₦11,900"
"Creating a Witch's Hut with Detailed Textures
Crafting Enchanted Dwellings: Designing a Witch's Hut with Exquisite Textures","Mammoth Interactive, John Bura",Crafting Enchanted Dwellings: Designing a Witch's Hut with Exquisite Textures,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Designing a Room with Cyberpunk Themes
Crafting Cybernetic Havens: Building Futuristic Rooms with Cyberpunk Flair","Mammoth Interactive, John Bura",Crafting Cybernetic Havens: Building Futuristic Rooms with Cyberpunk Flair,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Building a Castle Room for Fantasy RPGs
Forging Fantastical Realms: Crafting Immersive Castle Environments for RPG Adventures","Mammoth Interactive, John Bura",Forging Fantastical Realms: Crafting Immersive Castle Environments for RPG Adventures,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Creating a Voxel-Style Castle Room
Crafting Enchanting Voxel Worlds: Mastering Castle Room Design in Blender","Mammoth Interactive, John Bura",Crafting Enchanting Voxel Worlds: Mastering Castle Room Design in Blender,2 total hours,7 lectures,Beginner,New,,"₦11,900"
"Modeling a Cyberpunk Bar with Neon Aesthetics
Neon Nights: Crafting a Cyberpunk Bar Scene in Blender 3D","Mammoth Interactive, John Bura",Neon Nights: Crafting a Cyberpunk Bar Scene in Blender 3D,1.5 total hours,6 lectures,Beginner,New,,"₦11,900"
"Stylized 3D Environments with Blender 4 Geometry Nodes
Master Stylized Environments with Blender 4 Geometry Nodes: Unlock Your Creative Potential in 3D Modelling",3D Tudor,Master Stylized Environments with Blender 4 Geometry Nodes: Unlock Your Creative Potential in 3D Modelling,10 total hours,51 lectures,All Levels,Hot & new,,"₦11,900"
"Procedural Materials In Blender Course
Unlock the power of procedural materials!",Eldamar Studio,Unlock the power of procedural materials!,5 total hours,23 lectures,All Levels,New,,"₦11,900"
"Creating Autonomous Living Creatures in Blender!
Improve Your Blender Knowledge by Creating Something REALLY Cool!",3d illusions,Improve Your Blender Knowledge by Creating Something REALLY Cool!,2.5 total hours,26 lectures,All Levels,,,"₦11,900"
"Blender : Burger Set
Blender 3D Model with Luckymoon",Kornwanast Samachiktummakun,Blender 3D Model with Luckymoon,1.5 total hours,9 lectures,Beginner,,,"₦11,900"
"The Ultimate Blender 3D Scenes Creation Course
Master The Art of Creating 3D Scenes in Blender",Alex Cordebard,Master The Art of Creating 3D Scenes in Blender,25.5 total hours,117 lectures,All Levels,,,"₦11,900"
"3D Blender for complete Beginners: Stylized Pokemon
Introduction in Blender which include: Modeling, Texture Painting and Particle System",Alexandru Adascalita,"Introduction in Blender which include: Modeling, Texture Painting and Particle System",1 total hour,10 lectures,All Levels,,,"₦11,900"
"Blender 4 Geometry Nodes Workshop: Jungle Vines
Blender 4 Geometry Nodes Masterclass: Animated Jungle Vines Online Course",3D Tudor,Blender 4 Geometry Nodes Masterclass: Animated Jungle Vines Online Course,3.5 total hours,21 lectures,All Levels,,,"₦11,900"
"Creating a Modern House In Blender Course
In this course, you’ll learn step-by-step how to design and model a stunning modern house from scratch using Blender",Eldamar Studio,"In this course, you’ll learn step-by-step how to design and model a stunning modern house from scratch using Blender",13.5 total hours,73 lectures,All Levels,,,"₦11,900"
"Master Blender NPR for Spaceship Design: A Complete Course
From basic blockouts to advanced NPR techniques, covering anime shading, camera shots, and more",Phillip Gimmi,"From basic blockouts to advanced NPR techniques, covering anime shading, camera shots, and more",10.5 total hours,46 lectures,All Levels,,,"₦11,900"
"Blender 4: The Ultimate Environment Artist's Guide
From Concept to Render: Master Environments in Blender 4",3D Tudor,From Concept to Render: Master Environments in Blender 4,41 total hours,221 lectures,All Levels,,,"₦11,900"
"Blender 3d Product visualization masterclass : 3d biscuit
How to create a realistic 3d biscuits and chocolate bar in Blender with Cycles",Samuel Logossou,How to create a realistic 3d biscuits and chocolate bar in Blender with Cycles,1.5 total hours,12 lectures,All Levels,,,"₦11,900"
"Blender 3D: Product Visualization Animations
Learn the basics of Blender 3D by making Product Renders and Animations",Nafay Sheikh,Learn the basics of Blender 3D by making Product Renders and Animations,3.5 total hours,14 lectures,All Levels,,,"₦11,900"
"Blender Character Modeling Course In Hindi
Learn Blender 3D in Hindi with a project based approach",Deepak Graphics,Learn Blender 3D in Hindi with a project based approach,2.5 total hours,10 lectures,All Levels,,,"₦11,900"
"Blender Workflow For Realistic Animation + 100 Assets - The
The Oldest View, Valley View Mall",Sime Bugarija,"The Oldest View, Valley View Mall",7.5 total hours,46 lectures,Beginner,,,"₦11,900"
"Blender: Creating elegant and realistic headphone
Learn Step by Step how Creating a Realistic HeadPhone in Blender From Start to Finish With Marwan Hussein",Mrawan Hussain,Learn Step by Step how Creating a Realistic HeadPhone in Blender From Start to Finish With Marwan Hussein,5 total hours,17 lectures,Intermediate,,,"₦11,900"
"Blender Modelling for Beginners
Unlock the gateway to 3D creativity with our Blender Modeling for Beginners Course!",Eldamar Studio,Unlock the gateway to 3D creativity with our Blender Modeling for Beginners Course!,4.5 total hours,36 lectures,Beginner,,,"₦11,900"
"Learn Geometry Nodes Animation in Blender
Unlock the power of Blender’s cutting-edge feature, Geometry Nodes!",Eldamar Studio,"Unlock the power of Blender’s cutting-edge feature, Geometry Nodes!",6.5 total hours,17 lectures,All Levels,,,"₦11,900"
"The Blender Beginners Course
Whats stopping you from doing what you love join the course now",Mr Rigged,Whats stopping you from doing what you love join the course now,5.5 total hours,46 lectures,Beginner,,,"₦11,900"
"Blender Cosmos: Procedural Gas Planets with Blender
Master Cosmic Environments in Blender",Yassine Larayedh,Master Cosmic Environments in Blender,1 total hour,7 lectures,All Levels,,,"₦11,900"
"Roar to Life: 3D Model a Spinosaurus Dinosaur in Blender
Mastering Organic 3D Modeling using 4.0 and 3.6 [Part 1]",Rachele Projects,Mastering Organic 3D Modeling using 4.0 and 3.6 [Part 1],9 total hours,51 lectures,Intermediate,,,"₦11,900"
"Blender : Create A Shabu Model
Blender 3D Model with Luckymoon",Kornwanast Samachiktummakun,Blender 3D Model with Luckymoon,2 total hours,9 lectures,All Levels,,,"₦11,900"
"Create fluffy Duck in Blender 3D /Stylized Characters - Easy
Learn Modeling, Texturing and Particle System.",Alexandru Adascalita,"Learn Modeling, Texturing and Particle System.",2 total hours,13 lectures,All Levels,,,"₦11,900"
"Blender 4.0.2 Edit Mode for Beginners
Gain confidence and understanding of Blender's editing tools, and adjust three, vital Preference settings.",Blender Way of Life,"Gain confidence and understanding of Blender's editing tools, and adjust three, vital Preference settings.",5 total hours,45 lectures,Beginner,,,"₦11,900"
"3D Cars: Inside and Out in Blender
The most comprehensive step-by-step guide to 3D car modeling, shading, and rendering in Blender.","CG Masters, Chris Plush","The most comprehensive step-by-step guide to 3D car modeling, shading, and rendering in Blender.",45 total hours,253 lectures,Intermediate,,,"₦13,900"
"Comprehensive 3D modelling & Digital Painting Course Blender
Start Your Artistic Journey: Beginner's Hand Painting Course in Blender with Texture Painting in blender &amp; Krita!",Art Studio313,Start Your Artistic Journey: Beginner's Hand Painting Course in Blender with Texture Painting in blender & Krita!,7.5 total hours,34 lectures,Beginner,,,"₦11,900"
"Geometry Nodes in Blender 4: Create Complex 3D Models
Learn to create complex 3D models procedurally with Geometry Nodes","GameDev.tv Team, Stephen Woods",Learn to create complex 3D models procedurally with Geometry Nodes,10.5 total hours,65 lectures,Intermediate,,,"₦11,900"
"Blender 4 Geometry Nodes for Beginners
Blender 4 Geometry Nodes for Complete Beginners Creating Staircases Full Guide",3D Tudor,Blender 4 Geometry Nodes for Complete Beginners Creating Staircases Full Guide,4.5 total hours,24 lectures,All Levels,,,"₦11,900"
"Blender 4 Mastery: Techniques for Model Assembly
Blueprint to Reality: Model Design and Assembly in Blender",Thomas McDonald,Blueprint to Reality: Model Design and Assembly in Blender,2.5 total hours,34 lectures,Beginner,,,"₦11,900"
"2024 Blender Beginner Course - Create Cinematic Scenes
Step by step beginner friendly Blender tutorial. Model, texture and animate from scratch.",Daren Perincic,"Step by step beginner friendly Blender tutorial. Model, texture and animate from scratch.",13.5 total hours,56 lectures,Beginner,,,"₦11,900"
"Creating Low Poly Cyberpunk Scenes with Blender
Designing Cyberpunk Scenes in Low Poly Style with Blender",Eldamar Studio,Designing Cyberpunk Scenes in Low Poly Style with Blender,2 total hours,10 lectures,Beginner,,,"₦11,900"
"Blender Low Poly Environment Course
Create Amazing Low-Poly Environments and Characters!",Eldamar Studio,Create Amazing Low-Poly Environments and Characters!,8 total hours,27 lectures,Beginner,,,"₦11,900"
"Learn 3d with Blender - Fundamentals to Advanced
30 Years of Experience in 3d Condensed into Over 18 Hours of Fun and Carefully Structured Project Based Content",3d illusions,30 Years of Experience in 3d Condensed into Over 18 Hours of Fun and Carefully Structured Project Based Content,19 total hours,160 lectures,All Levels,,,"₦11,900"
"Create 3D Bus Stop Environment in Blender 4.0
Elevate Your 3D Skills with Our Blender Complete Guide Course. Learn modeling to texturing in Blender",Morteza Ebrahimi,Elevate Your 3D Skills with Our Blender Complete Guide Course. Learn modeling to texturing in Blender,5 total hours,20 lectures,All Levels,,,"₦11,900"
"Blender : Chinese Buns
Blender Beginning With Luckymoon",Kornwanast Samachiktummakun,Blender Beginning With Luckymoon,1.5 total hours,5 lectures,Beginner,,,"₦11,900"
"Blender 4.0: Cosmetic Product Modeling, Lighting & Rendering
The modeling and texturing but also the rendering of a cosmetic product in Blender 4.0 for beginners",Alaa Eddine ZAIR,The modeling and texturing but also the rendering of a cosmetic product in Blender 4.0 for beginners,2 total hours,9 lectures,Beginner,,,"₦6,400"
"Animate Fantasy: Create Your Own Tentacle Monster in Blender
blender, geometry nodes, animation rig loop, Tentacle Monster, advanced geometry nodes, non-destructive modeling",Phillip Gimmi,"blender, geometry nodes, animation rig loop, Tentacle Monster, advanced geometry nodes, non-destructive modeling",5.5 total hours,22 lectures,All Levels,,,"₦11,900"
"Blender 4.0 Beginner Workflow For Cinematic Art - Step-By-S.
In this 2.5-hour-long tutorial, we will create cinematic art from the introduction completely in a blender from start t.",Sime Bugarija,"In this 2.5-hour-long tutorial, we will create cinematic art from the introduction completely in a blender from start t.",2.5 total hours,17 lectures,Beginner,Bestseller,,"₦11,900"
"Blender 4.x Beginners Course
Bring Your Projects to Life: 3D Made Fun and Easy with Bite Sized Videos",iVito .,Bring Your Projects to Life: 3D Made Fun and Easy with Bite Sized Videos,6 total hours,47 lectures,Beginner,,,"₦11,900"
"Creating a Hall Clock in Blender and Substance Painter
Create Hall-Clock in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Blender and Substance Painter",Aniket Rawat,"Create Hall-Clock in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Blender and Substance Painter",4 total hours,13 lectures,All Levels,,,"₦11,900"
"The Blender 4 Ultimate Guide
Blender 4 Complete course on realistic 3D environments &amp; Buildings including geometry nodes and cloth simulation",3D Tudor,Blender 4 Complete course on realistic 3D environments & Buildings including geometry nodes and cloth simulation,21.5 total hours,118 lectures,All Levels,,,"₦11,900"
"Blender Mastery for Beginners: 3D Design & Rendering
Comprehensive Guide to Blender: Covering 3D Modeling, Texturing, UV Mapping, Photorealistic Rendering, and More!",Meta Brains,"Comprehensive Guide to Blender: Covering 3D Modeling, Texturing, UV Mapping, Photorealistic Rendering, and More!",3.5 total hours,53 lectures,All Levels,,,"₦6,400"
"How to Create in 3D: Character Concept Art
Character Concept Creation in 3D. Full process of concept art character creation.",Val Orlov,Character Concept Creation in 3D. Full process of concept art character creation.,9 total hours,57 lectures,All Levels,,,"₦9,900"
"Blender: Rolls Royce Spectre in 3D
Intermediate Blender: Modeling the Rolls Royce Spectre",Mrawan Hussain,Intermediate Blender: Modeling the Rolls Royce Spectre,58 total hours,139 lectures,Intermediate,,,"₦6,400"
"Elevate Your 3D Modeling and Hand painting in blender
Elevate Your Digital Artistry: Hand Painting Course in Blender with Texture Painting in Photoshop!",Art Studio313,Elevate Your Digital Artistry: Hand Painting Course in Blender with Texture Painting in Photoshop!,6 total hours,18 lectures,Beginner,,,"₦6,400"
"Blender Animated 3D Animal Videos for YouTube - Part 2
Learn Animating, Rigging, Keyframing, Sequencing, UV Mapping in Blender just by creating a video.",Anoorup Roy,"Learn Animating, Rigging, Keyframing, Sequencing, UV Mapping in Blender just by creating a video.",13 total hours,13 lectures,Beginner,,,"₦6,400"
"Blender Animated 3D Animal Videos for YouTube - Part 1
A blender course to make animated videos",Anoorup Roy,A blender course to make animated videos,5 total hours,11 lectures,Beginner,,,"₦6,400"
"Make a Cinematic Jet Fighter Animation In Blender
Crafting the F15 Jet: 3D Modeling, Realistic Texturing, and Cinematic Animation in Blender 4",Abdelilah Hamdani,"Crafting the F15 Jet: 3D Modeling, Realistic Texturing, and Cinematic Animation in Blender 4",4.5 total hours,48 lectures,Intermediate,,,"₦6,400"
"Blender, creating realistic horror scene + 37 stone assets
Tutorial + 37 photoscanned stone assets. The first part of the tutorial is free",Sime Bugarija,Tutorial + 37 photoscanned stone assets. The first part of the tutorial is free,2 total hours,15 lectures,Beginner,,,"₦6,400"
"Create a realistic Coffee cup in Blender
Learn how to make your first pretty 3D model in less than an an hour!",Taisiia Taran,Learn how to make your first pretty 3D model in less than an an hour!,38 total mins,6 lectures,Beginner,,,"₦6,400"
"Game Assets with Blender and Unreal Engine 5
Learn how to create quality game assets using free softwares such as Blender, Quixel Mixer, Gimp and Unreal Engine",Helio Henrique Rostirolla Garcia,"Learn how to create quality game assets using free softwares such as Blender, Quixel Mixer, Gimp and Unreal Engine",7 total hours,77 lectures,Beginner,,,"₦6,400"
"Blender Animation & Rigging: Bring Your Creations To Life
Learn To Rig & Animate Models & Characters In Blender, For All Skill Levels. Blender 4 Compatible. EARLY ACCESS!","GameDev.tv Team, Grant Abbitt","Learn To Rig & Animate Models & Characters In Blender, For All Skill Levels. Blender 4 Compatible. EARLY ACCESS!",8 total hours,63 lectures,All Levels,,,"₦16,900"
"Blender Texture Painting: Create Stunning Stylised Models
Become a Blender pro by mastering the impressive technique of texture painting.","GameDev.tv Team, Grant Abbitt",Become a Blender pro by mastering the impressive technique of texture painting.,6 total hours,21 lectures,All Levels,,,"₦6,400"
"Complete Blender course, city environment, car-2 courses
car-street-retro-realistic - 2 tutorials in one in blender",Sime Bugarija,car-street-retro-realistic - 2 tutorials in one in blender,3 total hours,18 lectures,Beginner,,,"₦6,400"
"Create Iconic Characters With Blender!
Learn How to Model Captivating Characters in 3D with Blender!",Gustavo Rosa,Learn How to Model Captivating Characters in 3D with Blender!,10 total hours,83 lectures,Beginner,,,"₦6,400"
"Hand Painting & Animating game asset Coin in Blender 3.6
Learn easy and fastly low poly Modeling & Hand Painting and animating ready for game in Blender for Beginners",Art Studio313,Learn easy and fastly low poly Modeling & Hand Painting and animating ready for game in Blender for Beginners,2 total hours,7 lectures,Intermediate,,,"₦6,400"
"Create Photorealistic Earth in Blender
The Ultimate Guide to Creating Photorealistic Planets in Blender",Yassine Larayedh,The Ultimate Guide to Creating Photorealistic Planets in Blender,1 total hour,6 lectures,All Levels,,,"₦6,400"
"A quick way to build a realistic scene in Blender
Extend photo with 3d, 2h step-by-step tutorial",Sime Bugarija,"Extend photo with 3d, 2h step-by-step tutorial",2.5 total hours,15 lectures,Beginner,,,"₦6,400"
"Master Blender 4 With AI Tools, Blender Addons & Unity.
Clear Water based Unity addons, Learn How to create Waterfall and Make Awesome Blender Render Output",Build FX,"Clear Water based Unity addons, Learn How to create Waterfall and Make Awesome Blender Render Output",3 total hours,34 lectures,All Levels,,,"₦6,400"
"New way of Texture painting Game assets in Blender 3.6
Learn easy and fastly low poly Modeling & Hand Painting ready for game in Blender for Beginners",Art Studio313,Learn easy and fastly low poly Modeling & Hand Painting ready for game in Blender for Beginners,11 total hours,34 lectures,Beginner,,,"₦6,400"
"Full Game Ready Character Creation for Beginners in Blender!
Learn the complete 3D character creation workflow for games in Blender!",Dragon Blendz,Learn the complete 3D character creation workflow for games in Blender!,12 total hours,46 lectures,Beginner,,,"₦6,400"
"Blender with ChatGPT Generated Python Scripts
Unlocking AI Enhanced 3D Modeling in Blender with ChatGPT-Generated Python Scripts",Salman Naseem,Unlocking AI Enhanced 3D Modeling in Blender with ChatGPT-Generated Python Scripts,1 total hour,11 lectures,Beginner,,,"₦6,400"
"Master 3D content creation tools in Blender. With 6 projects
Learn Blender from absolute zero to creating professional 3D models. Learn to create Game assets and realistic models",Barzu Ibrohimov,Learn Blender from absolute zero to creating professional 3D models. Learn to create Game assets and realistic models,36.5 total hours,228 lectures,All Levels,,,"₦6,400"
"Creating a Nintendo GameBoy in Blender and Substance Painter
Create a Gameboy in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Blender and Substance Painter",Aniket Rawat,"Create a Gameboy in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Blender and Substance Painter",5.5 total hours,17 lectures,All Levels,,,"₦6,400"
"Learn Interior Designing Using Blender
Unlock your creativity and master the art of interior designing, learn to create stunning interior designs in Blender",Sixon C Sunny,"Unlock your creativity and master the art of interior designing, learn to create stunning interior designs in Blender",10.5 total hours,51 lectures,All Levels,,,"₦6,400"
"Create a Classic Speedster with Blender
Learn Blender while creating a 1925 Kissel ""Gold Bug"" Speedster.",Darrin Lile,"Learn Blender while creating a 1925 Kissel ""Gold Bug"" Speedster.",13.5 total hours,93 lectures,Beginner,,,"₦6,400"
"Realtime Architecture with Blender
Create a virtual walkthrough from scratch with Blender !",Lionel VICIDOMINI,Create a virtual walkthrough from scratch with Blender !,3 total hours,32 lectures,All Levels,,,"₦6,400"
